Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	exo_control_1 Spectral Count	exo_control_2 Spectral Count	exo_control_3 Spectral Count	exo_hyb_1 Spectral Count	exo_hyb_2 Spectral Count	exo_hyb_3 Spectral Count	exo_control_1 Unique Spectral Count	exo_control_2 Unique Spectral Count	exo_control_3 Unique Spectral Count	exo_hyb_1 Unique Spectral Count	exo_hyb_2 Unique Spectral Count	exo_hyb_3 Unique Spectral Count	exo_control_1 Total Spectral Count	exo_control_2 Total Spectral Count	exo_control_3 Total Spectral Count	exo_hyb_1 Total Spectral Count	exo_hyb_2 Total Spectral Count	exo_hyb_3 Total Spectral Count	exo_control_1 Intensity	exo_control_2 Intensity	exo_control_3 Intensity	exo_hyb_1 Intensity	exo_hyb_2 Intensity	exo_hyb_3 Intensity	exo_control_1 MaxLFQ Intensity	exo_control_2 MaxLFQ Intensity	exo_control_3 MaxLFQ Intensity	exo_hyb_1 MaxLFQ Intensity	exo_hyb_2 MaxLFQ Intensity	exo_hyb_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9JMA1|UBP14_MOUSE	Q9JMA1	UBP14_MOUSE	Usp14	493	Mus musculus	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 14	1.0	0.999	11	83	0	83	13	13	15	17	12	13	0	0	0	0	0	0	13	13	15	17	12	13	685101.3	780484.44	639971.8	933327.9	856622.5	707026.6	140006.9	135499.27	122465.25	167431.02	182754.95	141834.47	
sp|Q9JMA2|TGT_MOUSE	Q9JMA2	TGT_MOUSE	Qtrt1	403	Mus musculus	1:Experimental evidence at protein level	Queuine tRNA-ribosyltransferase catalytic subunit 1	1.0	0.999	4	17	16	17	1	3	1	4	5	3	1	3	1	4	4	3	1	3	1	4	5	3	58743.434	28944.012	24020.348	225381.14	107104.336	34840.48	76914.73	36704.242	0.0	114473.42	50507.383	42228.49	
sp|Q9JMB0|GKAP1_MOUSE	Q9JMB0	GKAP1_MOUSE	Gkap1	366	Mus musculus	1:Experimental evidence at protein level	G kinase-anchoring protein 1	0.9331	0.999	1	5	0	5	3	0	0	1	1	0	0	0	0	0	0	0	3	0	0	1	1	0	39252.785	0.0	0.0	35042.3	31558.19	0.0	39252.785	0.0	0.0	35042.3	31558.19	0.0	tr|A0A286YD22|A0A286YD22_MOUSE, tr|A0A286YDG2|A0A286YDG2_MOUSE, tr|A0A286YDT9|A0A286YDT9_MOUSE
sp|Q9JMC3|DNJA4_MOUSE	Q9JMC3	DNJA4_MOUSE	Dnaja4	397	Mus musculus	1:Experimental evidence at protein level	DnaJ homolog subfamily A member 4	0.9334	0.999	1	4	0	4	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	0	47989.37	39822.902	0.0	57485.066	66985.086	0.0	47989.37	39822.902	0.0	57485.066	66985.086	0.0	tr|D3Z1U5|D3Z1U5_MOUSE
sp|Q9JMD0-2|ZN207_MOUSE	Q9JMD0-2	ZN207_MOUSE	Znf207	479	Mus musculus		Isoform 2 of BUB3-interacting and GLEBS motif-containing protein ZNF207	1.0	0.9989	2	7	0	7	0	1	1	2	3	0	0	0	0	0	0	0	0	1	1	2	3	0	0.0	38990.99	47348.957	82080.05	37565.324	0.0	0.0	36697.87	44564.297	47813.062	57420.44	0.0	sp|Q9JMD0-3|ZN207_MOUSE, sp|Q9JMD0-4|ZN207_MOUSE, sp|Q9JMD0|ZN207_MOUSE, tr|M0QWF0|M0QWF0_MOUSE
sp|Q9JMD3|STA10_MOUSE	Q9JMD3	STA10_MOUSE	Stard10	291	Mus musculus	1:Experimental evidence at protein level	START domain-containing protein 10	1.0	0.999	10	47	0	47	7	7	7	9	8	9	0	0	0	0	0	0	7	7	7	9	8	9	846719.1	669342.75	575517.75	1215948.9	1130841.5	682217.25	316193.03	242337.25	224828.36	356327.78	320932.0	258319.39	
sp|Q9JMG1|EDF1_MOUSE	Q9JMG1	EDF1_MOUSE	Edf1	148	Mus musculus	1:Experimental evidence at protein level	Endothelial differentiation-related factor 1	1.0	0.999	16	114	114	114	20	18	14	21	21	20	20	18	14	21	21	20	20	18	14	21	21	20	1395827.0	1510348.5	1181647.2	1508667.1	1760504.9	1389125.8	361882.72	387930.47	396386.0	296903.25	288885.9	356086.6	
sp|Q9JMH6-2|TRXR1_MOUSE	Q9JMH6-2	TRXR1_MOUSE	Txnrd1	499	Mus musculus		Isoform 2 of Thioredoxin reductase 1, cytoplasmic	1.0	0.999	12	65	0	65	11	11	9	11	13	10	0	0	0	0	0	0	11	11	9	11	13	10	677441.25	671480.5	659381.9	640526.06	710672.4	691166.4	302362.12	289695.9	334354.03	275447.47	270021.16	311997.66	sp|Q9JMH6|TRXR1_MOUSE
sp|Q9JMH9-1|MY18A_MOUSE	Q9JMH9-1	MY18A_MOUSE	Myo18a	2035	Mus musculus		Isoform 1 of Unconventional myosin-XVIIIa	1.0	0.999	27	86	0	86	13	15	11	20	14	13	0	0	0	0	0	0	13	15	11	20	14	13	492383.53	483163.84	416137.0	759118.0	525372.7	522728.56	70317.11	74286.75	79905.04	81696.37	87044.555	69184.98	sp|Q9JMH9-6|MY18A_MOUSE, sp|Q9JMH9|MY18A_MOUSE, tr|B2RRE2|B2RRE2_MOUSE, tr|E9QAX2|E9QAX2_MOUSE, tr|K3W4L0|K3W4L0_MOUSE
sp|Q9NSB2|KRT84_HUMAN	Q9NSB2	KRT84_HUMAN	KRT84	600	Homo sapiens	2:Experimental evidence at transcript level	Keratin, type II cuticular Hb4	1.0	0.999	14	11	10	86	2	0	7	0	0	2	2	0	6	0	0	2	23	5	20	13	18	7	402687.28	0.0	495754.56	64373.527	0.0	118166.83	0.0	0.0	92570.67	126424.37	0.0	191229.73	
sp|Q9QUH0|GLRX1_MOUSE	Q9QUH0	GLRX1_MOUSE	Glrx	107	Mus musculus	1:Experimental evidence at protein level	Glutaredoxin-1	0.9334	0.999	1	4	0	4	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0.0	43682.8	46824.44	42866.65	0.0	38986.477	0.0	43682.8	46824.44	42866.65	0.0	38986.477	tr|A0A1Y7VM65|A0A1Y7VM65_MOUSE
sp|Q9QUI0|RHOA_MOUSE	Q9QUI0	RHOA_MOUSE	Rhoa	193	Mus musculus	1:Experimental evidence at protein level	Transforming protein RhoA	1.0	0.999	7	80	0	80	12	15	12	17	10	14	0	0	0	0	0	0	12	15	12	17	10	14	839101.1	964323.8	649392.1	997651.75	873266.4	859131.56	341481.7	364292.47	258721.36	317231.62	378964.34	308862.88	tr|A0A0A6YXF6|A0A0A6YXF6_MOUSE
sp|Q9QUI1-2|LRA25_MOUSE	Q9QUI1-2	LRA25_MOUSE	Fam89b	176	Mus musculus		Isoform 2 of Leucine repeat adapter protein 25	0.921	0.9988	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	15670.639	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q9QUI1|LRA25_MOUSE, tr|Q05DI7|Q05DI7_MOUSE
sp|Q9QUJ7-2|ACSL4_MOUSE	Q9QUJ7-2	ACSL4_MOUSE	Acsl4	670	Mus musculus		Isoform Short of Long-chain-fatty-acid--CoA ligase 4	1.0	0.999	3	6	0	7	2	0	1	1	1	1	0	0	0	0	0	0	2	0	1	1	2	1	106036.52	0.0	58373.35	37950.54	30702.322	50440.133	48688.67	0.0	61447.645	39949.246	32319.293	53096.617	sp|Q9QUJ7|ACSL4_MOUSE
sp|Q9QUM9|PSA6_MOUSE	Q9QUM9	PSA6_MOUSE	Psma6	246	Mus musculus	1:Experimental evidence at protein level	Proteasome subunit alpha type-6	1.0	0.999	8	64	1	64	17	7	7	10	14	9	0	0	0	0	1	0	17	7	7	10	14	9	1310877.0	618487.75	530832.44	980437.1	1121959.8	707345.2	329913.62	199152.8	131076.75	221255.39	335715.22	187844.19	
sp|Q9QUR6|PPCE_MOUSE	Q9QUR6	PPCE_MOUSE	Prep	710	Mus musculus	1:Experimental evidence at protein level	Prolyl endopeptidase	1.0	0.999	14	108	108	108	19	21	16	19	19	14	19	21	16	19	19	14	19	21	16	19	19	14	1393073.5	1245742.8	913831.7	1724618.6	1382164.2	1065699.5	312167.7	375894.88	283780.62	444572.56	381924.38	333596.12	
sp|Q9QUR7|PIN1_MOUSE	Q9QUR7	PIN1_MOUSE	Pin1	165	Mus musculus	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1	1.0	0.999	4	20	20	20	5	2	2	5	1	5	5	2	2	5	1	5	5	2	2	5	1	5	173952.6	124023.31	59487.875	177323.88	51634.24	157889.52	63445.96	69094.7	49401.62	64286.93	49326.684	74030.875	
sp|Q9QWL7|K1C17_MOUSE	Q9QWL7	K1C17_MOUSE	Krt17	433	Mus musculus	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 17	1.0	0.999	37	246	147	515	111	22	23	20	38	32	71	10	13	14	23	16	192	47	58	52	101	65	2.0779208E7	2021774.8	2991808.0	1981488.4	4904431.5	2776143.2	5072001.5	563248.56	768228.7	529825.56	1145841.1	719421.44	
sp|Q9QWR8|NAGAB_MOUSE	Q9QWR8	NAGAB_MOUSE	Naga	415	Mus musculus	1:Experimental evidence at protein level	Alpha-N-acetylgalactosaminidase	1.0	0.999	8	31	20	31	4	10	1	4	9	3	2	6	1	3	6	2	4	10	1	4	9	3	381397.88	406613.97	84572.33	383375.4	607424.5	262138.86	253085.52	200083.88	86086.73	176785.81	219651.12	153663.8	
sp|Q9QWV9|CCNT1_MOUSE	Q9QWV9	CCNT1_MOUSE	Ccnt1	724	Mus musculus	1:Experimental evidence at protein level	Cyclin-T1	0.9994	0.9969	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	9670.357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9QWW1-2|HOME2_MOUSE	Q9QWW1-2	HOME2_MOUSE	Homer2	343	Mus musculus		Isoform 2 of Homer protein homolog 2	1.0	0.999	3	7	0	7	0	2	1	1	1	2	0	0	0	0	0	0	0	2	1	1	1	2	0.0	97252.734	62887.016	37679.254	50799.06	105120.88	0.0	52501.344	76337.48	25731.42	49411.887	56780.324	sp|Q9QWW1|HOME2_MOUSE
sp|Q9QX47-3|SON_MOUSE	Q9QX47-3	SON_MOUSE	Son	2404	Mus musculus		Isoform 3 of Protein SON	1.0	0.999	8	16	0	16	4	2	1	5	1	3	0	0	0	0	0	0	4	2	1	5	1	3	212415.22	91275.67	48951.99	450111.97	130306.555	163507.19	94417.055	91905.25	82670.94	93683.445	55457.805	86461.6	sp|Q9QX47|SON_MOUSE, tr|H9KV00|H9KV00_MOUSE, tr|H9KV15|H9KV15_MOUSE
sp|Q9QXA5|LSM4_MOUSE	Q9QXA5	LSM4_MOUSE	Lsm4	137	Mus musculus	1:Experimental evidence at protein level	U6 snRNA-associated Sm-like protein LSm4	1.0	0.999	2	8	0	8	2	2	1	2	0	1	0	0	0	0	0	0	2	2	1	2	0	1	112345.88	129668.42	89901.97	157052.38	0.0	88331.48	80142.945	88204.71	89901.97	84440.2	0.0	88331.48	tr|A0A1B0GQZ9|A0A1B0GQZ9_MOUSE, tr|A0A1B0GRR9|A0A1B0GRR9_MOUSE, tr|D3YTP8|D3YTP8_MOUSE, tr|Q9CY46|Q9CY46_MOUSE
sp|Q9QXB9|DRG2_MOUSE	Q9QXB9	DRG2_MOUSE	Drg2	364	Mus musculus	1:Experimental evidence at protein level	Developmentally-regulated GTP-binding protein 2	1.0	0.999	15	81	77	81	11	19	10	15	8	18	11	17	10	14	8	17	11	19	10	15	8	18	661978.56	956727.06	610828.75	794801.6	621562.06	890035.5	177646.08	214180.69	204952.73	164840.8	164976.64	196641.7	
sp|Q9QXE7|TBL1X_MOUSE	Q9QXE7	TBL1X_MOUSE	Tbl1x	527	Mus musculus	1:Experimental evidence at protein level	F-box-like/WD repeat-containing protein TBL1X	1.0	0.999	2	4	4	4	1	0	0	0	2	1	1	0	0	0	2	1	1	0	0	0	2	1	53234.2	0.0	0.0	0.0	12096.078	12522.546	53234.2	0.0	0.0	0.0	12096.078	0.0	
sp|Q9QXF8|GNMT_MOUSE	Q9QXF8	GNMT_MOUSE	Gnmt	293	Mus musculus	1:Experimental evidence at protein level	Glycine N-methyltransferase	1.0	0.999	13	307	307	307	45	45	52	57	57	51	45	45	52	57	57	51	45	45	52	57	57	51	7238040.5	6515367.0	5235469.5	7599825.5	8889879.0	5577199.0	2028092.4	2300273.8	2052801.8	2158668.2	2526195.5	1895898.5	
sp|Q9QXG4|ACSA_MOUSE	Q9QXG4	ACSA_MOUSE	Acss2	701	Mus musculus	1:Experimental evidence at protein level	Acetyl-coenzyme A synthetase, cytoplasmic	1.0	0.999	2	9	0	9	1	0	3	2	1	2	0	0	0	0	0	0	1	0	3	2	1	2	62856.53	0.0	54511.46	44723.953	38443.97	47154.227	62856.53	0.0	40708.68	44723.953	38443.97	47154.227	tr|A2AQN4|A2AQN4_MOUSE, tr|A2AQN5|A2AQN5_MOUSE
sp|Q9QXK3-4|COPG2_MOUSE	Q9QXK3-4	COPG2_MOUSE	Copg2	870	Mus musculus		Isoform 4 of Coatomer subunit gamma-2	1.0	0.999	20	79	0	130	13	8	9	18	19	12	0	0	0	0	0	0	20	17	18	25	28	22	602735.3	343832.0	336880.47	755942.56	860670.3	498560.62	110071.48	100777.484	118410.59	96558.61	115200.98	125499.49	sp|Q9QXK3|COPG2_MOUSE
sp|Q9QXK7|CPSF3_MOUSE	Q9QXK7	CPSF3_MOUSE	Cpsf3	684	Mus musculus	1:Experimental evidence at protein level	Cleavage and polyadenylation specificity factor subunit 3	1.0	0.9986	2	7	0	7	3	1	1	1	0	1	0	0	0	0	0	0	3	1	1	1	0	1	42771.93	25443.191	23449.42	14325.381	0.0	30760.885	0.0	25443.191	23449.42	14325.381	0.0	30760.885	tr|A0A1Y7VLY3|A0A1Y7VLY3_MOUSE
sp|Q9QXL2-4|KI21A_MOUSE	Q9QXL2-4	KI21A_MOUSE	Kif21a	1616	Mus musculus		Isoform 4 of Kinesin-like protein KIF21A	1.0	0.999	28	142	0	142	17	27	17	24	28	29	0	0	0	0	0	0	17	27	17	24	28	29	861114.6	980523.44	767733.4	1184631.0	1557791.5	1269216.8	209069.17	222819.89	193338.22	190312.1	207139.19	196385.61	sp|Q9QXL2|KI21A_MOUSE, tr|E9Q0J5|E9Q0J5_MOUSE
sp|Q9QXN3-2|TRIP4_MOUSE	Q9QXN3-2	TRIP4_MOUSE	Trip4	539	Mus musculus		Isoform 2 of Activating signal cointegrator 1	1.0	0.999	5	20	0	20	3	4	3	5	3	2	0	0	0	0	0	0	3	4	3	5	3	2	67869.016	70251.64	54934.43	88271.82	50055.906	59254.43	33882.0	43433.465	54976.91	38349.254	27583.832	31483.879	sp|Q9QXN3|TRIP4_MOUSE
sp|Q9QXS1-13|PLEC_MOUSE	Q9QXS1-13	PLEC_MOUSE	Plec	4534	Mus musculus		Isoform PLEC-1F of Plectin	1.0	0.999	151	627	1	627	103	102	73	146	104	99	0	1	0	0	0	0	103	102	73	146	104	99	6115411.0	5892615.5	3815531.8	8692360.0	7585974.5	4597055.5	501776.8	453214.4	460062.5	457109.44	459573.7	458158.88	
sp|Q9QXT0|CNPY2_MOUSE	Q9QXT0	CNPY2_MOUSE	Cnpy2	182	Mus musculus	1:Experimental evidence at protein level	Protein canopy homolog 2	1.0	0.999	12	131	4	131	16	22	18	26	27	22	0	0	0	2	2	0	16	22	18	26	27	22	2033938.4	2686439.2	2117054.0	2550135.5	2845324.0	2125089.8	858848.7	1317007.4	928561.94	1052047.5	1309091.2	1087999.6	
sp|Q9QXV0|PCS1N_MOUSE	Q9QXV0	PCS1N_MOUSE	Pcsk1n	258	Mus musculus	1:Experimental evidence at protein level	ProSAAS	1.0	0.999	3	5	5	5	0	0	3	0	0	2	0	0	3	0	0	2	0	0	3	0	0	2	0.0	0.0	194080.05	0.0	0.0	29447.014	0.0	0.0	73734.305	0.0	0.0	44471.176	
sp|Q9QXW9|LAT2_MOUSE	Q9QXW9	LAT2_MOUSE	Slc7a8	531	Mus musculus	1:Experimental evidence at protein level	Large neutral amino acids transporter small subunit 2	1.0	0.999	3	15	15	15	1	6	2	2	1	3	1	6	2	2	1	3	1	6	2	2	1	3	132402.89	394017.94	187953.08	152251.6	126977.51	251674.25	132402.89	232785.66	152146.27	94629.72	126977.51	184528.34	
sp|Q9QXX4|S2513_MOUSE	Q9QXX4	S2513_MOUSE	Slc25a13	676	Mus musculus	1:Experimental evidence at protein level	Electrogenic aspartate/glutamate antiporter SLC25A13, mitochondrial	1.0	0.999	16	109	109	127	19	24	12	23	15	16	19	24	12	23	15	16	22	27	14	25	21	18	576774.4	859212.06	625224.56	736546.9	623676.7	710301.25	167092.69	179502.19	226310.12	159883.2	124718.22	187433.02	
sp|Q9QXZ0-3|MACF1_MOUSE	Q9QXZ0-3	MACF1_MOUSE	Macf1	5270	Mus musculus		Isoform 3 of Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4	0.9923	0.999	27	88	0	88	6	20	11	17	16	18	0	0	0	0	0	0	6	20	11	17	16	18	246807.17	758235.25	428839.03	749394.0	543279.56	752257.0	95072.44	104669.02	96246.766	110717.37	109209.81	105622.37	
sp|Q9QY15|DDX25_MOUSE	Q9QY15	DDX25_MOUSE	Ddx25	484	Mus musculus	1:Experimental evidence at protein level	ATP-dependent RNA helicase DDX25	0.9721	0.9971	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0.0	0.0	0.0	3624.098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9QY23-2|PKP3_MOUSE	Q9QY23-2	PKP3_MOUSE	Pkp3	822	Mus musculus		Isoform 2 of Plakophilin-3	1.0	0.999	8	34	0	34	6	7	8	4	2	7	0	0	0	0	0	0	6	7	8	4	2	7	308357.88	153077.84	222679.95	249501.48	78314.31	254603.16	110879.234	81637.08	73028.78	94673.95	86080.07	89108.31	sp|Q9QY23|PKP3_MOUSE
sp|Q9QY76|VAPB_MOUSE	Q9QY76	VAPB_MOUSE	Vapb	243	Mus musculus	1:Experimental evidence at protein level	Vesicle-associated membrane protein-associated protein B	1.0	0.999	9	57	0	67	9	9	8	11	11	9	0	0	0	0	0	0	10	10	10	12	15	10	1035647.7	891598.4	765023.44	1100998.6	700289.56	862441.75	302727.25	301883.06	310693.97	277627.8	253578.33	283301.88	tr|Q8BH80|Q8BH80_MOUSE
sp|Q9QY81|PO210_MOUSE	Q9QY81	PO210_MOUSE	Nup210	1886	Mus musculus	1:Experimental evidence at protein level	Nuclear pore membrane glycoprotein 210	1.0	0.999	3	6	0	6	0	1	2	1	0	2	0	0	0	0	0	0	0	1	2	1	0	2	0.0	34070.742	46275.348	81088.164	0.0	80549.16	0.0	34070.742	46275.348	48071.344	0.0	49459.613	tr|A0A0R4J1I6|A0A0R4J1I6_MOUSE
sp|Q9QY93|DCTP1_MOUSE	Q9QY93	DCTP1_MOUSE	Dctpp1	170	Mus musculus	1:Experimental evidence at protein level	dCTP pyrophosphatase 1	1.0	0.999	3	8	8	8	0	3	0	2	2	1	0	3	0	2	2	1	0	3	0	2	2	1	0.0	58242.316	0.0	33882.934	74397.41	41227.973	0.0	33939.492	0.0	48832.953	34466.867	40331.68	
sp|Q9QYA2|TOM40_MOUSE	Q9QYA2	TOM40_MOUSE	Tomm40	361	Mus musculus	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM40 homolog	1.0	0.999	6	22	15	22	3	3	2	4	7	3	2	2	1	3	5	2	3	3	2	4	7	3	253896.84	114251.42	102587.2	292158.88	315201.53	110977.92	127592.68	88661.11	80421.586	109093.625	118534.36	85726.22	
sp|Q9QYB1|CLIC4_MOUSE	Q9QYB1	CLIC4_MOUSE	Clic4	253	Mus musculus	1:Experimental evidence at protein level	Chloride intracellular channel protein 4	1.0	0.999	10	48	39	48	2	8	7	13	12	6	1	6	5	12	11	4	2	8	7	13	12	6	223872.84	472686.97	400156.28	557344.8	573333.3	444565.28	158569.34	200518.2	162902.33	148446.88	160583.31	194353.0	
sp|Q9QYB5-2|ADDG_MOUSE	Q9QYB5-2	ADDG_MOUSE	Add3	674	Mus musculus		Isoform 1 of Gamma-adducin	1.0	0.999	2	5	0	5	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	27377.533	24566.39	0.0	32769.875	38225.32	18354.908	27377.533	24566.39	0.0	32769.875	38225.32	0.0	sp|Q9QYB5|ADDG_MOUSE, tr|A0A494B9K4|A0A494B9K4_MOUSE
sp|Q9QYC0-2|ADDA_MOUSE	Q9QYC0-2	ADDA_MOUSE	Add1	632	Mus musculus		Isoform 2 of Alpha-adducin	1.0	0.999	2	4	0	4	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	2	0	1	0.0	36019.523	0.0	93023.95	0.0	30962.324	0.0	36019.523	0.0	53686.727	0.0	30962.324	sp|Q9QYC0|ADDA_MOUSE, tr|E9Q1K3|E9Q1K3_MOUSE, tr|F8WGR0|F8WGR0_MOUSE, tr|F8WHZ9|F8WHZ9_MOUSE
sp|Q9QYC3|BHA15_MOUSE	Q9QYC3	BHA15_MOUSE	Bhlha15	197	Mus musculus	1:Experimental evidence at protein level	Class A basic helix-loop-helix protein 15	1.0	0.999	7	22	22	22	3	3	1	5	7	3	3	3	1	5	7	3	3	3	1	5	7	3	209417.66	322587.44	126841.1	454263.97	672949.75	282717.44	128620.46	182626.38	126841.1	209461.81	222854.12	157909.75	
sp|Q9QYC7|VKGC_MOUSE	Q9QYC7	VKGC_MOUSE	Ggcx	757	Mus musculus	1:Experimental evidence at protein level	Vitamin K-dependent gamma-carboxylase	0.9271	0.9989	1	6	6	6	1	2	0	1	1	1	1	2	0	1	1	1	1	2	0	1	1	1	31944.684	41622.715	0.0	44834.047	5338.615	13784.741	31944.684	41622.715	0.0	44834.047	5338.615	13784.741	
sp|Q9QYE6|GOGA5_MOUSE	Q9QYE6	GOGA5_MOUSE	Golga5	729	Mus musculus	1:Experimental evidence at protein level	Golgin subfamily A member 5	1.0	0.999	17	79	47	79	10	13	9	17	16	14	6	8	5	11	8	9	10	13	9	17	16	14	567461.4	442789.62	349891.53	585231.1	645378.3	489024.62	91384.125	66963.695	86325.26	66992.69	81386.43	75733.28	
sp|Q9QYF1|RDH11_MOUSE	Q9QYF1	RDH11_MOUSE	Rdh11	316	Mus musculus	1:Experimental evidence at protein level	Retinol dehydrogenase 11	1.0	0.999	9	34	0	34	5	4	1	8	8	8	0	0	0	0	0	0	5	4	1	8	8	8	329779.22	155486.45	90881.5	510793.25	612381.8	353010.9	111737.055	71837.664	131115.23	143061.38	154894.8	97662.266	tr|Q9R1R8|Q9R1R8_MOUSE
sp|Q9QYF9|NDRG3_MOUSE	Q9QYF9	NDRG3_MOUSE	Ndrg3	375	Mus musculus	1:Experimental evidence at protein level	Protein NDRG3	1.0	0.999	2	3	0	3	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0.0	17699.604	0.0	0.0	0.0	45363.125	0.0	30432.85	0.0	0.0	0.0	19714.762	tr|Q8VCV2|Q8VCV2_MOUSE
sp|Q9QYG0-2|NDRG2_MOUSE	Q9QYG0-2	NDRG2_MOUSE	Ndrg2	357	Mus musculus		Isoform 2 of Protein NDRG2	1.0	0.999	4	10	0	10	0	2	2	2	0	4	0	0	0	0	0	0	0	2	2	2	0	4	0.0	34198.55	53540.992	28741.703	0.0	50779.383	0.0	21974.025	42641.297	29001.498	0.0	14918.634	sp|Q9QYG0|NDRG2_MOUSE
sp|Q9QYH6|MAGD1_MOUSE	Q9QYH6	MAGD1_MOUSE	Maged1	775	Mus musculus	1:Experimental evidence at protein level	Melanoma-associated antigen D1	1.0	0.999	4	10	10	10	1	4	1	1	1	2	1	4	1	1	1	2	1	4	1	1	1	2	32024.217	145008.94	68952.75	47917.566	40468.82	89845.88	32024.217	66934.27	68952.75	47917.566	0.0	72771.97	
sp|Q9QYI3|DNJC7_MOUSE	Q9QYI3	DNJC7_MOUSE	Dnajc7	494	Mus musculus	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 7	1.0	0.999	12	38	0	38	6	4	6	8	5	9	0	0	0	0	0	0	6	4	6	8	5	9	260121.48	187915.33	605800.6	441988.6	250103.66	364999.8	156342.23	129711.484	101294.54	170807.44	135389.75	151891.48	tr|A0A6I8MWX8|A0A6I8MWX8_MOUSE, tr|A0A6I8MWZ1|A0A6I8MWZ1_MOUSE, tr|A0A6I8MX00|A0A6I8MX00_MOUSE, tr|A2A5E1|A2A5E1_MOUSE
sp|Q9QYI4|DJB12_MOUSE	Q9QYI4	DJB12_MOUSE	Dnajb12	376	Mus musculus	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 12	1.0	0.999	5	14	0	14	2	2	0	4	4	2	0	0	0	0	0	0	2	2	0	4	4	2	107662.03	59082.215	0.0	68423.45	98362.766	114265.52	264066.88	263922.2	0.0	6118.762	4941.8867	510427.84	tr|Q8C4C9|Q8C4C9_MOUSE
sp|Q9QYJ0|DNJA2_MOUSE	Q9QYJ0	DNJA2_MOUSE	Dnaja2	412	Mus musculus	1:Experimental evidence at protein level	DnaJ homolog subfamily A member 2	1.0	0.999	9	52	52	52	7	11	9	8	8	9	7	11	9	8	8	9	7	11	9	8	8	9	380410.56	370681.28	368740.2	351689.5	303982.44	373833.72	164523.78	144485.31	151653.45	113286.02	123319.15	138980.69	
sp|Q9QYJ3|DNJB1_MOUSE	Q9QYJ3	DNJB1_MOUSE	Dnajb1	340	Mus musculus	1:Experimental evidence at protein level	DnaJ homolog subfamily B member 1	1.0	0.999	3	8	0	8	1	1	0	2	4	0	0	0	0	0	0	0	1	1	0	2	4	0	24856.41	62360.727	0.0	63820.094	98650.2	0.0	24856.41	62360.727	0.0	63820.094	44145.78	0.0	tr|Q3TYL7|Q3TYL7_MOUSE
sp|Q9QYR9|ACOT2_MOUSE	Q9QYR9	ACOT2_MOUSE	Acot2	453	Mus musculus	1:Experimental evidence at protein level	Acyl-coenzyme A thioesterase 2, mitochondrial	1.0	0.999	8	10	7	10	1	1	2	1	2	3	1	1	1	1	0	3	1	1	2	1	2	3	172277.62	16331.114	39114.766	129450.06	30949.209	69207.016	0.0	13556.411	0.0	49218.434	75640.914	22260.842	
sp|Q9QZ06|TOLIP_MOUSE	Q9QZ06	TOLIP_MOUSE	Tollip	274	Mus musculus	1:Experimental evidence at protein level	Toll-interacting protein	1.0	0.999	7	38	0	38	7	5	6	8	5	7	0	0	0	0	0	0	7	5	6	8	5	7	422978.16	411417.38	360706.53	422606.06	465013.94	375728.56	246506.31	265496.9	212219.05	210145.16	264908.03	218622.45	
sp|Q9QZ08|NAGK_MOUSE	Q9QZ08	NAGK_MOUSE	Nagk	343	Mus musculus	1:Experimental evidence at protein level	N-acetyl-D-glucosamine kinase	1.0	0.999	4	11	0	11	3	2	2	2	1	1	0	0	0	0	0	0	3	2	2	2	1	1	196778.88	96011.16	105221.15	92699.27	70761.164	81393.8	153201.62	71857.12	73391.86	73607.84	70761.164	81393.8	tr|Q9D997|Q9D997_MOUSE
