Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	endo_control_1 Spectral Count	endo_control_2 Spectral Count	endo_control_3 Spectral Count	endo_hyb_1 Spectral Count	endo_hyb_2 Spectral Count	endo_hyb_3 Spectral Count	endo_control_1 Unique Spectral Count	endo_control_2 Unique Spectral Count	endo_control_3 Unique Spectral Count	endo_hyb_1 Unique Spectral Count	endo_hyb_2 Unique Spectral Count	endo_hyb_3 Unique Spectral Count	endo_control_1 Total Spectral Count	endo_control_2 Total Spectral Count	endo_control_3 Total Spectral Count	endo_hyb_1 Total Spectral Count	endo_hyb_2 Total Spectral Count	endo_hyb_3 Total Spectral Count	endo_control_1 Intensity	endo_control_2 Intensity	endo_control_3 Intensity	endo_hyb_1 Intensity	endo_hyb_2 Intensity	endo_hyb_3 Intensity	endo_control_1 MaxLFQ Intensity	endo_control_2 MaxLFQ Intensity	endo_control_3 MaxLFQ Intensity	endo_hyb_1 MaxLFQ Intensity	endo_hyb_2 MaxLFQ Intensity	endo_hyb_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9R0P3|ESTD_MOUSE	Q9R0P3	ESTD_MOUSE	Esd	282	Mus musculus	1:Experimental evidence at protein level	S-formylglutathione hydrolase	1.0	0.999	8	78	0	78	18	19	0	16	16	9	0	0	0	0	0	0	18	19	0	16	16	9	1767760.0	1504616.4	0.0	1181580.6	1605004.9	1996813.2	623817.4	549382.44	0.0	395464.66	525712.5	886449.9	tr|H3BJL6|H3BJL6_MOUSE, tr|H3BKH6|H3BKH6_MOUSE, tr|H3BLJ9|H3BLJ9_MOUSE
sp|Q9R0P4|SMAP_MOUSE	Q9R0P4	SMAP_MOUSE	Smap	181	Mus musculus	1:Experimental evidence at protein level	Small acidic protein	1.0	0.999	3	16	0	16	3	4	0	3	3	3	0	0	0	0	0	0	3	4	0	3	3	3	209488.3	174803.78	0.0	145691.36	189617.48	224553.38	93154.37	89487.25	0.0	122914.27	77456.336	123552.33	
sp|Q9R0P5|DEST_MOUSE	Q9R0P5	DEST_MOUSE	Dstn	165	Mus musculus	1:Experimental evidence at protein level	Destrin	1.0	0.999	9	98	98	110	21	22	9	17	20	9	21	22	9	17	20	9	24	25	9	19	24	9	2197090.8	2739711.0	2187991.0	2065403.5	1913013.0	2154651.2	837558.1	887802.9	1116778.9	1027714.4	813611.4	772372.9	
sp|Q9R0P6|SC11A_MOUSE	Q9R0P6	SC11A_MOUSE	Sec11a	179	Mus musculus	1:Experimental evidence at protein level	Signal peptidase complex catalytic subunit SEC11A	1.0	0.999	10	64	0	64	12	11	8	15	11	7	0	0	0	0	0	0	12	11	8	15	11	7	1662675.4	1493017.0	846941.44	1204872.8	1473908.1	1424506.9	427488.16	453748.56	392092.44	312893.84	447324.03	451339.75	tr|D3YTS1|D3YTS1_MOUSE, tr|D3YWT0|D3YWT0_MOUSE, tr|D3Z569|D3Z569_MOUSE
sp|Q9R0P9|UCHL1_MOUSE	Q9R0P9	UCHL1_MOUSE	Uchl1	223	Mus musculus	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase isozyme L1	1.0	0.999	4	13	13	13	3	5	0	2	3	0	3	5	0	2	3	0	3	5	0	2	3	0	256662.98	284817.94	0.0	134682.25	263557.75	106859.195	127088.76	142666.36	0.0	93443.02	108568.266	106859.195	
sp|Q9R0Q1|SYTL4_MOUSE	Q9R0Q1	SYTL4_MOUSE	Sytl4	673	Mus musculus	1:Experimental evidence at protein level	Synaptotagmin-like protein 4	1.0	0.999	41	328	35	328	73	80	17	66	68	24	9	9	0	9	6	2	73	80	17	66	68	24	8570064.0	6962234.0	3739816.0	6139682.5	7550260.5	7083788.0	825831.0	720396.8	896894.2	679459.8	723920.1	660796.25	
sp|Q9R0Q3|TMED2_MOUSE	Q9R0Q3	TMED2_MOUSE	Tmed2	201	Mus musculus	1:Experimental evidence at protein level	Transmembrane emp24 domain-containing protein 2	1.0	0.999	13	204	0	204	42	43	6	45	50	18	0	0	0	0	0	0	42	43	6	45	50	18	6157029.5	5424872.0	1962819.5	7472109.5	8134761.0	4836890.0	2411609.0	2266241.0	1684968.1	3129116.5	3228817.8	2209820.0	
sp|Q9R0Q4|MO4L2_MOUSE	Q9R0Q4	MO4L2_MOUSE	Morf4l2	288	Mus musculus	1:Experimental evidence at protein level	Mortality factor 4-like protein 2	1.0	0.999	4	17	0	17	4	4	0	6	3	0	0	0	0	0	0	0	4	4	0	6	3	0	230977.31	240541.36	0.0	156462.02	202998.31	118942.07	109479.66	110759.71	0.0	96086.48	101494.42	118942.07	
sp|Q9R0Q6|ARC1A_MOUSE	Q9R0Q6	ARC1A_MOUSE	Arpc1a	370	Mus musculus	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 1A	1.0	0.999	14	44	11	44	10	7	3	11	11	2	1	1	3	3	1	2	10	7	3	11	11	2	989944.1	806927.94	311851.88	705352.75	977195.5	838294.56	237322.72	237130.19	311851.88	272383.38	269749.2	476399.2	
sp|Q9R0Q7|TEBP_MOUSE	Q9R0Q7	TEBP_MOUSE	Ptges3	160	Mus musculus	1:Experimental evidence at protein level	Prostaglandin E synthase 3	1.0	0.999	4	16	2	16	2	4	0	7	3	0	0	0	0	2	0	0	2	4	0	7	3	0	252785.22	260931.5	0.0	279926.94	339318.72	78194.09	126551.664	126187.516	0.0	143404.47	158824.47	175420.28	
sp|Q9R0U0-3|SRS10_MOUSE	Q9R0U0-3	SRS10_MOUSE	Srsf10	183	Mus musculus		Isoform 3 of Serine/arginine-rich splicing factor 10	1.0	0.999	10	44	0	44	7	13	1	11	10	2	0	0	0	0	0	0	7	13	1	11	10	2	533668.7	579073.9	68043.32	610860.4	752574.75	441497.72	124609.16	96955.06	218710.69	126403.055	113434.99	148858.64	sp|Q9R0U0|SRS10_MOUSE
sp|Q9R0X4|ACOT9_MOUSE	Q9R0X4	ACOT9_MOUSE	Acot9	439	Mus musculus	1:Experimental evidence at protein level	Acyl-coenzyme A thioesterase 9, mitochondrial	1.0	0.999	10	46	12	46	14	7	0	14	10	1	3	1	0	5	3	0	14	7	0	14	10	1	486757.4	514761.22	0.0	1383445.2	788517.5	1191889.1	349728.47	346912.88	0.0	437881.25	332897.5	719045.2	
sp|Q9R0Y5-2|KAD1_MOUSE	Q9R0Y5-2	KAD1_MOUSE	Ak1	210	Mus musculus		Isoform 2 of Adenylate kinase isoenzyme 1	1.0	0.999	14	145	0	145	27	35	2	35	30	16	0	0	0	0	0	0	27	35	2	35	30	16	1892823.6	1804943.9	235095.55	2003163.4	1874069.5	2008555.8	247252.36	261386.56	383341.03	312532.9	260565.86	279550.16	sp|Q9R0Y5|KAD1_MOUSE
sp|Q9R111|GUAD_MOUSE	Q9R111	GUAD_MOUSE	Gda	454	Mus musculus	1:Experimental evidence at protein level	Guanine deaminase	1.0	0.999	7	22	13	22	6	6	0	5	4	1	4	3	0	3	3	0	6	6	0	5	4	1	293352.12	245404.16	0.0	247605.83	237862.33	147133.27	77088.72	69003.11	0.0	81107.266	79219.41	68197.664	
sp|Q9R112|SQOR_MOUSE	Q9R112	SQOR_MOUSE	Sqor	450	Mus musculus	1:Experimental evidence at protein level	Sulfide:quinone oxidoreductase, mitochondrial	1.0	0.999	27	149	22	149	29	27	8	42	32	11	6	3	1	5	7	0	29	27	8	42	32	11	3304391.5	2983147.2	1222551.5	3304759.5	3234669.8	3024841.8	561361.0	481800.16	524372.5	540932.8	519424.0	556501.1	
sp|Q9R190|MTA2_MOUSE	Q9R190	MTA2_MOUSE	Mta2	668	Mus musculus	1:Experimental evidence at protein level	Metastasis-associated protein MTA2	1.0	0.999	13	47	39	47	11	10	0	13	13	0	9	9	0	11	10	0	11	10	0	13	13	0	598099.25	515784.2	0.0	602488.6	583323.06	154703.97	105046.734	105241.14	0.0	118363.03	117970.53	86007.9	
sp|Q9R1C6|DGKE_MOUSE	Q9R1C6	DGKE_MOUSE	Dgke	564	Mus musculus	1:Experimental evidence at protein level	Diacylglycerol kinase epsilon	1.0	0.999	5	19	1	19	2	5	2	5	4	1	0	0	0	1	0	0	2	5	2	5	4	1	229986.84	309799.94	151839.52	390301.5	315827.3	55014.38	133317.55	167759.27	151839.52	181357.31	171769.95	55014.38	
sp|Q9R1C7|PR40A_MOUSE	Q9R1C7	PR40A_MOUSE	Prpf40a	953	Mus musculus	1:Experimental evidence at protein level	Pre-mRNA-processing factor 40 homolog A	1.0	0.999	14	60	0	60	13	15	0	13	18	1	0	0	0	0	0	0	13	15	0	13	18	1	900094.56	785332.3	0.0	713016.44	888510.75	381073.84	114337.234	105942.2	0.0	111821.32	104258.92	125739.07	tr|A0A6Q6PUT5|A0A6Q6PUT5_MOUSE
sp|Q9R1E0|FOXO1_MOUSE	Q9R1E0	FOXO1_MOUSE	Foxo1	652	Mus musculus	1:Experimental evidence at protein level	Forkhead box protein O1	1.0	0.999	2	6	6	6	1	2	0	1	2	0	1	2	0	1	2	0	1	2	0	1	2	0	29639.352	332039.5	0.0	26838.652	30386.46	0.0	52785.27	53469.4	0.0	47797.453	54115.81	0.0	
sp|Q9R1E6-3|ENPP2_MOUSE	Q9R1E6-3	ENPP2_MOUSE	Enpp2	887	Mus musculus		Isoform 3 of Ectonucleotide pyrophosphatase/phosphodiesterase family member 2	1.0	0.999	11	34	0	34	7	10	1	6	9	1	0	0	0	0	0	0	7	10	1	6	9	1	551135.56	495513.5	29865.184	404251.97	677736.3	328338.0	128894.67	98788.09	35236.72	133767.44	157332.2	118572.445	sp|Q9R1E6|ENPP2_MOUSE
sp|Q9R1J0|NSDHL_MOUSE	Q9R1J0	NSDHL_MOUSE	Nsdhl	362	Mus musculus	1:Experimental evidence at protein level	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating	1.0	0.999	3	9	9	9	1	1	0	3	4	0	1	1	0	3	4	0	1	1	0	3	4	0	67344.984	37261.26	0.0	55161.797	97904.016	0.0	39067.117	41383.336	0.0	60577.383	47082.434	0.0	
sp|Q9R1K9|CETN2_MOUSE	Q9R1K9	CETN2_MOUSE	Cetn2	172	Mus musculus	1:Experimental evidence at protein level	Centrin-2	1.0	0.999	7	37	0	37	7	9	2	8	9	2	0	0	0	0	0	0	7	9	2	8	9	2	497265.66	518381.22	155051.5	519110.75	553107.2	379054.3	129234.62	150930.25	168983.72	162667.64	148246.84	127940.52	
sp|Q9R1L5|MAST1_MOUSE	Q9R1L5	MAST1_MOUSE	Mast1	1570	Mus musculus	1:Experimental evidence at protein level	Microtubule-associated serine/threonine-protein kinase 1	1.0	0.999	4	4	4	12	1	1	0	2	0	0	1	1	0	2	0	0	3	3	0	4	2	0	35516.465	25916.79	0.0	32484.488	23017.45	0.0	27704.14	25916.79	0.0	29251.443	17607.537	0.0	
sp|Q9R1P0|PSA4_MOUSE	Q9R1P0	PSA4_MOUSE	Psma4	261	Mus musculus	1:Experimental evidence at protein level	Proteasome subunit alpha type-4	1.0	0.999	8	50	16	50	7	13	2	12	13	3	3	4	0	4	4	1	7	13	2	12	13	3	901442.5	867508.4	634281.7	764042.3	882308.9	766628.06	349973.72	353008.6	634281.7	447061.12	403774.38	401944.7	
sp|Q9R1P1|PSB3_MOUSE	Q9R1P1	PSB3_MOUSE	Psmb3	205	Mus musculus	1:Experimental evidence at protein level	Proteasome subunit beta type-3	1.0	0.999	8	145	145	145	22	39	17	27	32	8	22	39	17	27	32	8	22	39	17	27	32	8	2784057.2	2683593.8	2449663.5	3345237.5	3101825.8	2219612.8	776365.7	721408.75	844858.9	814376.3	847915.1	730212.4	
sp|Q9R1P3|PSB2_MOUSE	Q9R1P3	PSB2_MOUSE	Psmb2	201	Mus musculus	1:Experimental evidence at protein level	Proteasome subunit beta type-2	1.0	0.999	13	117	117	117	22	23	3	27	32	10	22	23	3	27	32	10	22	23	3	27	32	10	1831164.5	1389886.4	825255.44	1499763.6	1841797.0	1808431.4	440085.72	415405.03	1127652.2	356154.56	401023.2	538752.2	
sp|Q9R1P4|PSA1_MOUSE	Q9R1P4	PSA1_MOUSE	Psma1	263	Mus musculus	1:Experimental evidence at protein level	Proteasome subunit alpha type-1	1.0	0.999	19	214	47	214	44	42	13	39	57	19	7	8	5	6	16	5	44	42	13	39	57	19	4114422.0	3646914.2	1075355.9	2847926.5	3792660.2	3498695.0	599993.6	667870.0	590635.06	715933.2	628931.25	670617.4	
sp|Q9R1Q7|PLP2_MOUSE	Q9R1Q7	PLP2_MOUSE	Plp2	152	Mus musculus	1:Experimental evidence at protein level	Proteolipid protein 2	0.9966	0.999	1	6	6	6	1	2	0	0	2	1	1	2	0	0	2	1	1	2	0	0	2	1	90131.586	98502.11	0.0	0.0	79079.125	147728.86	90131.586	98502.11	0.0	0.0	79079.125	147728.86	
sp|Q9R1Q9|VAS1_MOUSE	Q9R1Q9	VAS1_MOUSE	Atp6ap1	463	Mus musculus	1:Experimental evidence at protein level	V-type proton ATPase subunit S1	1.0	0.999	9	52	13	52	10	13	2	16	10	1	3	2	0	4	3	1	10	13	2	16	10	1	764210.4	595155.6	133306.42	865452.25	820324.6	247441.19	156125.97	169080.95	216023.61	180252.34	172327.77	81477.55	
sp|Q9R1R2|TRIM3_MOUSE	Q9R1R2	TRIM3_MOUSE	Trim3	744	Mus musculus	1:Experimental evidence at protein level	Tripartite motif-containing protein 3	1.0	0.999	3	3	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	34690.703	31611.662	0.0	63816.98	31175.135	0.0	35262.934	32133.104	0.0	26129.27	31689.375	0.0	tr|Q3TDT0|Q3TDT0_MOUSE
sp|Q9R1S0|B9D1_MOUSE	Q9R1S0	B9D1_MOUSE	B9d1	204	Mus musculus	1:Experimental evidence at protein level	B9 domain-containing protein 1	1.0	0.999	2	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	11807.674	0.0	0.0	55154.89	0.0	0.0	11998.284	0.0	0.0	27573.932	0.0	0.0	tr|Q5NCM9|Q5NCM9_MOUSE
sp|Q9R1T2-2|SAE1_MOUSE	Q9R1T2-2	SAE1_MOUSE	Sae1	328	Mus musculus		Isoform 2 of SUMO-activating enzyme subunit 1	1.0	0.999	13	41	0	41	6	11	0	14	7	3	0	0	0	0	0	0	6	11	0	14	7	3	530984.9	619949.0	0.0	524140.4	402163.84	250399.58	112834.47	138989.31	0.0	122629.88	111246.55	175683.9	sp|Q9R1T2|SAE1_MOUSE
sp|Q9R1T4-2|SEPT6_MOUSE	Q9R1T4-2	SEPT6_MOUSE	Septin6	427	Mus musculus		Isoform I of Septin-6	1.0	0.999	8	6	0	35	0	3	0	1	2	0	0	0	0	0	0	0	8	8	0	8	10	1	154808.88	194727.44	0.0	9384.456	11229.747	130893.18	59617.406	74598.27	0.0	39407.555	47156.37	55340.703	sp|Q9R1T4-3|SEPT6_MOUSE, sp|Q9R1T4|SEPT6_MOUSE
sp|Q9R1V6-10|ADA22_MOUSE	Q9R1V6-10	ADA22_MOUSE	Adam22	907	Mus musculus		Isoform 8 of Disintegrin and metalloproteinase domain-containing protein 22	1.0	0.999	4	12	0	12	2	3	1	2	3	1	0	0	0	0	0	0	2	3	1	2	3	1	75827.34	39790.016	163629.64	44614.33	66775.56	11773.774	22222.248	22547.566	0.0	33673.863	23620.43	21062.44	sp|Q9R1V6-11|ADA22_MOUSE, sp|Q9R1V6-12|ADA22_MOUSE, sp|Q9R1V6-13|ADA22_MOUSE, sp|Q9R1V6-14|ADA22_MOUSE, sp|Q9R1V6-15|ADA22_MOUSE, sp|Q9R1V6-17|ADA22_MOUSE, sp|Q9R1V6-4|ADA22_MOUSE, sp|Q9R1V6-5|ADA22_MOUSE, sp|Q9R1V6-6|ADA22_MOUSE, sp|Q9R1V6-7|ADA22_MOUSE, sp|Q9R1V6-8|ADA22_MOUSE, sp|Q9R1V6|ADA22_MOUSE, tr|D3YUP9|D3YUP9_MOUSE
sp|Q9R1Z7|PTPS_MOUSE	Q9R1Z7	PTPS_MOUSE	Pts	144	Mus musculus	1:Experimental evidence at protein level	6-pyruvoyl tetrahydrobiopterin synthase	1.0	0.999	3	17	12	17	5	3	0	3	6	0	5	1	0	2	4	0	5	3	0	3	6	0	352236.3	358327.44	0.0	89102.81	246130.53	109726.2	110455.12	139543.3	0.0	46379.23	95670.18	113692.96	
sp|Q9R1Z8|VINEX_MOUSE	Q9R1Z8	VINEX_MOUSE	Sorbs3	733	Mus musculus	1:Experimental evidence at protein level	Vinexin	0.9434	0.999	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29630.38	28995.521	0.0	21055.266	24791.588	0.0	29630.38	28995.521	0.0	21055.266	24791.588	0.0	tr|A0A2I3BS41|A0A2I3BS41_MOUSE, tr|Q8K0M3|Q8K0M3_MOUSE
sp|Q9R224|BEX1_MOUSE	Q9R224	BEX1_MOUSE	Bex1	128	Mus musculus	1:Experimental evidence at protein level	Protein BEX1	0.8375	0.9968	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	24788.137	35740.242	0.0	0.0	0.0	0.0	24788.137	35740.242	0.0	0.0	0.0	0.0	sp|Q9WTZ8|BEX2_MOUSE
sp|Q9R226|KHDR3_MOUSE	Q9R226	KHDR3_MOUSE	Khdrbs3	346	Mus musculus	1:Experimental evidence at protein level	KH domain-containing, RNA-binding, signal transduction-associated protein 3	1.0	0.999	10	21	0	33	5	6	0	4	4	2	0	0	0	0	0	0	8	11	0	6	6	2	584681.2	520478.8	0.0	250243.72	462281.5	382233.03	417884.38	411288.75	0.0	133974.75	299805.53	414798.7	
sp|Q9R233-2|TPSN_MOUSE	Q9R233-2	TPSN_MOUSE	Tapbp	435	Mus musculus		Isoform Short of Tapasin	1.0	0.999	4	10	0	10	3	1	0	3	3	0	0	0	0	0	0	0	3	1	0	3	3	0	202431.56	118973.44	0.0	87683.35	75492.28	52023.8	85250.05	63866.94	0.0	63113.516	39725.6	62342.805	sp|Q9R233|TPSN_MOUSE, tr|Q3TCU5|Q3TCU5_MOUSE
sp|Q9R257|HEBP1_MOUSE	Q9R257	HEBP1_MOUSE	Hebp1	190	Mus musculus	1:Experimental evidence at protein level	Heme-binding protein 1	0.9339	0.9988	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	47371.64	51561.258	0.0	0.0	33283.863	0.0	47371.64	51561.258	0.0	0.0	33283.863	0.0	tr|A0A140T8J4|A0A140T8J4_MOUSE
sp|Q9WTI7|MYO1C_MOUSE	Q9WTI7	MYO1C_MOUSE	Myo1c	1063	Mus musculus	1:Experimental evidence at protein level	Unconventional myosin-Ic	1.0	0.999	31	177	0	177	30	44	8	39	41	15	0	0	0	0	0	0	30	44	8	39	41	15	2582213.8	2546137.2	845653.4	2754383.0	2919295.8	1916108.6	217505.22	208414.16	257907.52	235014.0	248335.05	216586.2	
sp|Q9WTK0|NUPR1_MOUSE	Q9WTK0	NUPR1_MOUSE	Nupr1	80	Mus musculus	1:Experimental evidence at protein level	Nuclear protein 1	1.0	0.999	1	6	6	6	3	1	0	1	1	0	3	1	0	1	1	0	3	1	0	1	1	0	115543.36	50509.688	0.0	23466.512	37944.23	72348.586	64701.73	29226.873	0.0	24242.143	39198.39	100423.72	
sp|Q9WTK3|GPAA1_MOUSE	Q9WTK3	GPAA1_MOUSE	Gpaa1	621	Mus musculus	1:Experimental evidence at protein level	Glycosylphosphatidylinositol anchor attachment 1 protein	1.0	0.999	4	15	0	15	2	0	0	7	5	1	0	0	0	0	0	0	2	0	0	7	5	1	124499.055	136722.62	0.0	181513.4	165040.31	93093.27	77472.05	76750.68	0.0	90399.51	86188.95	93093.27	
sp|Q9WTK5|NFKB2_MOUSE	Q9WTK5	NFKB2_MOUSE	Nfkb2	899	Mus musculus	1:Experimental evidence at protein level	Nuclear factor NF-kappa-B p100 subunit	0.9434	0.999	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	0.0	0.0	21345.262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	tr|A0A494B9Y5|A0A494B9Y5_MOUSE, tr|A0A494BAQ2|A0A494BAQ2_MOUSE
sp|Q9WTL2|RAB25_MOUSE	Q9WTL2	RAB25_MOUSE	Rab25	213	Mus musculus	1:Experimental evidence at protein level	Ras-related protein Rab-25	1.0	0.999	5	15	9	19	3	3	0	5	4	0	3	1	0	2	3	0	4	4	0	5	5	1	204062.72	71906.484	0.0	105524.95	98502.04	0.0	56365.945	56465.45	0.0	62779.812	57205.645	0.0	
sp|Q9WTL4|INSRR_MOUSE	Q9WTL4	INSRR_MOUSE	Insrr	1300	Mus musculus	1:Experimental evidence at protein level	Insulin receptor-related protein	1.0	0.999	10	45	39	45	10	8	0	12	13	2	9	7	0	10	11	2	10	8	0	12	13	2	1097516.4	616131.06	0.0	1223119.9	1012797.2	2669804.8	634189.06	527706.3	0.0	873333.6	705056.06	1605563.1	
sp|Q9WTL7|LYPA2_MOUSE	Q9WTL7	LYPA2_MOUSE	Lypla2	231	Mus musculus	1:Experimental evidence at protein level	Acyl-protein thioesterase 2	1.0	0.999	4	21	21	21	6	4	0	3	4	4	6	4	0	3	4	4	6	4	0	3	4	4	600446.7	435440.0	0.0	113967.35	328154.97	826077.5	232938.45	254125.52	0.0	77067.98	152147.9	336896.22	
sp|Q9WTM5|RUVB2_MOUSE	Q9WTM5	RUVB2_MOUSE	Ruvbl2	463	Mus musculus	1:Experimental evidence at protein level	RuvB-like 2	1.0	0.999	21	106	42	106	25	23	2	27	22	7	9	8	2	11	9	3	25	23	2	27	22	7	2087785.2	1828227.4	157120.56	1668409.0	1879312.5	1697692.9	218941.8	212975.3	223237.11	213030.7	214421.39	209012.47	
sp|Q9WTN0|GGPPS_MOUSE	Q9WTN0	GGPPS_MOUSE	Ggps1	300	Mus musculus	1:Experimental evidence at protein level	Geranylgeranyl pyrophosphate synthase	0.7724	0.9951	1	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0.0	40916.297	0.0	0.0	27654.336	0.0	0.0	40916.297	0.0	0.0	27654.336	0.0	tr|A0A1Y7VJZ1|A0A1Y7VJZ1_MOUSE, tr|A0A1Y7VM16|A0A1Y7VM16_MOUSE, tr|A0A1Y7VNV0|A0A1Y7VNV0_MOUSE, tr|Q9CZZ6|Q9CZZ6_MOUSE
sp|Q9WTP6-2|KAD2_MOUSE	Q9WTP6-2	KAD2_MOUSE	Ak2	232	Mus musculus		Isoform 2 of Adenylate kinase 2, mitochondrial	1.0	0.999	10	63	0	63	11	11	5	18	14	4	0	0	0	0	0	0	11	11	5	18	14	4	1022061.9	759359.4	319336.1	939743.1	879778.4	781299.0	235239.75	204377.31	318751.25	224819.0	157499.84	244400.23	sp|Q9WTP6|KAD2_MOUSE
sp|Q9WTP7|KAD3_MOUSE	Q9WTP7	KAD3_MOUSE	Ak3	227	Mus musculus	1:Experimental evidence at protein level	GTP:AMP phosphotransferase AK3, mitochondrial	1.0	0.999	14	54	35	54	14	12	0	11	13	4	10	7	0	9	6	3	14	12	0	11	13	4	1658054.8	1046119.8	0.0	1196782.9	859137.06	602208.56	338357.03	261988.97	0.0	252640.95	282782.4	350316.34	
sp|Q9WTQ8|TIM23_MOUSE	Q9WTQ8	TIM23_MOUSE	Timm23	209	Mus musculus	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit Tim23	1.0	0.999	3	12	0	12	5	3	0	3	1	0	0	0	0	0	0	0	5	3	0	3	1	0	161289.47	111864.89	0.0	137668.52	126648.22	0.0	98131.61	86287.95	0.0	102218.56	69751.52	0.0	tr|A0A2I3BS49|A0A2I3BS49_MOUSE, tr|Q9CXU4|Q9CXU4_MOUSE
sp|Q9WTS2|FUT8_MOUSE	Q9WTS2	FUT8_MOUSE	Fut8	575	Mus musculus	1:Experimental evidence at protein level	Alpha-(1,6)-fucosyltransferase	0.9997	0.999	2	4	4	4	1	1	0	2	0	0	1	1	0	2	0	0	1	1	0	2	0	0	25971.137	41292.883	0.0	58555.902	25499.895	0.0	25971.137	23433.207	0.0	30884.7	25499.895	0.0	
sp|Q9WTT4|VATG2_MOUSE	Q9WTT4	VATG2_MOUSE	Atp6v1g2	118	Mus musculus	1:Experimental evidence at protein level	V-type proton ATPase subunit G 2	0.9434	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	32934.562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9WTU0|PHF2_MOUSE	Q9WTU0	PHF2_MOUSE	Phf2	1096	Mus musculus	1:Experimental evidence at protein level	Lysine-specific demethylase PHF2	1.0	0.999	4	5	5	6	0	1	0	2	2	0	0	1	0	2	2	0	0	1	0	3	2	0	25045.521	70065.45	0.0	56202.734	64625.543	0.0	33718.363	38067.844	0.0	33358.2	28344.518	0.0	
sp|Q9WTU6-2|MK09_MOUSE	Q9WTU6-2	MK09_MOUSE	Mapk9	381	Mus musculus		Isoform Alpha-1 of Mitogen-activated protein kinase 9	1.0	0.999	6	13	0	16	4	4	0	3	2	0	0	0	0	0	0	0	5	5	0	3	3	0	104312.65	184910.44	0.0	79854.09	142389.39	94443.91	76993.27	58757.855	0.0	97390.37	53868.05	66979.06	sp|Q9WTU6-3|MK09_MOUSE, sp|Q9WTU6-4|MK09_MOUSE, sp|Q9WTU6|MK09_MOUSE
sp|Q9WTX2|PRKRA_MOUSE	Q9WTX2	PRKRA_MOUSE	Prkra	313	Mus musculus	1:Experimental evidence at protein level	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	1.0	0.999	6	16	16	16	0	5	0	6	5	0	0	5	0	6	5	0	0	5	0	6	5	0	94965.22	140862.14	0.0	69789.234	116866.33	194759.03	48802.098	59820.703	0.0	58553.56	43574.42	171446.27	
sp|Q9WTX5|SKP1_MOUSE	Q9WTX5	SKP1_MOUSE	Skp1	163	Mus musculus	1:Experimental evidence at protein level	S-phase kinase-associated protein 1	1.0	0.999	12	77	32	78	18	17	2	18	14	8	6	7	0	11	7	1	18	17	2	18	15	8	1489340.6	1584339.6	419794.06	1373552.4	1542877.2	1311547.5	483453.03	535917.25	419794.06	569209.5	525248.06	552242.56	
sp|Q9WTX6|CUL1_MOUSE	Q9WTX6	CUL1_MOUSE	Cul1	776	Mus musculus	1:Experimental evidence at protein level	Cullin-1	1.0	0.999	16	53	8	53	11	16	1	13	12	0	3	2	0	1	2	0	11	16	1	13	12	0	576936.5	696415.0	78801.56	581732.75	798663.2	538096.5	93637.48	89909.65	119461.06	110683.836	88383.48	121045.56	
sp|Q9WTX8|MD1L1_MOUSE	Q9WTX8	MD1L1_MOUSE	Mad1l1	717	Mus musculus	1:Experimental evidence at protein level	Mitotic spindle assembly checkpoint protein MAD1	1.0	0.999	5	14	5	14	2	4	0	4	4	0	1	1	0	2	1	0	2	4	0	4	4	0	132118.75	99528.66	0.0	143065.64	142308.62	0.0	52657.125	55192.11	0.0	58720.51	62385.035	0.0	
sp|Q9WTZ0|UXT_MOUSE	Q9WTZ0	UXT_MOUSE	Uxt	157	Mus musculus	1:Experimental evidence at protein level	Protein UXT	0.9434	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	22924.162	0.0	0.0	31410.291	22279.854	0.0	22924.162	0.0	0.0	31410.291	22279.854	0.0	
